,question,operation
919,"ma and Betty are playing a number game. Wilma tells Betty, ""I'm thinking of a number between 1 and 10. If I take the number and add 4 to it and then multiply that by 3, I get 30."" What number is Wilma thinking of?",Addition
920,What is the probability of drawing a five or a spade from a standard deck of cards? A. 4/26 B. 5/52 C. 11/13 D. 4/13,Division
921,many times can you subtract 5 from 25?,Division
922,"bulilding a lobster tank the dimensions are 6ft long by 2ft wide by 1ft deep, i need to know about how many gallons of water it should hold.. Th",Multiplication
923,a sales of 5 3/4% is charged on a blouse price @ $42 how mch sales tax paid?,Multiplication
924,ectangle has an area of 50 sq. in. and a base 10 in. Write and solve an equation to find the height of the rectangle. W,Division
925,What is 600% of 5?,Multiplication
926,"d the slope of the line that goes through the given points, 7) and (6,5) 0,50) and(60,90)",Subtraction
927,Graces average driving speed is 9 miles per hour faster than mias in the same length of time it takes grace to drive 220 miles mia onlu drives 184 miles what is graces average driving peed?,Division
928,"ent out a survey where 2456 people responded, and I need to know out of these 2456, 1973 answered yes to a question. What is the percentage of people who said yes to the survey.",Division
929,"im driving 2300 miles,ocar gets 20 miles per gallon highway r, ghly 300 per tank c, someone help me out on the cost i",Division
930,"The area of a parallelogram is 420 cm2 and the height is 35 cm. Find the corresponding base? 385 cm b.455 cm c 14,700 cm2 d.12 cm",Division
931,"what is the Less Common Multipler for 8, 15, 20?",Division
932,"my living room is 12 feet 9 inches by 15 feet by 10 inches, can some one tell me how many sq metres that is?",Multiplication
933,drove to his grandparents' house for a holiday weekend. The total distance (one-way) was 362 miles and it took him 7 hours. How fast was Ted driving? (Ro A. mph B.3 mph C. mph D. mph,Division
934,"en parallelogram DEFG. If the measure of angle D = 57, find the measure of angle G. A 0. B. C.3",Subtraction
935,"How many ounces is 1.75 liters divided by 8, as in one bottle of scotch consumed over 8 days?",Division
936,Three people can deliver 1000 leaflets in 30 minutes. How long would it take 5 peole to deliver 1000 leaflets ?,Division
937,what does the fraction 4/9 ths make? ike 1/4 makes 25 so what does 4/9t hs make ?,Division
938,A package of ground beef costs $6.98. The price per pound is $1.86. How many pounds of ground beef are in the package?und to the nearest hundredth. A. 3.55 B. 3.64 C. 3.75 D. 3.86,Division
939,what is the answer to -5.68 divided by (-0.02)?,Division
940,d the measure of each interior angle of a regular hexagon. A. B.0 C.0 D.0,Division
941,"To make an orange dye, 3 parts of red dye are mixed with 2 parts of yellow dye. To make a green dye, 2 parts of blue dye are mixed with 1 part of yellow dye. If equal amounts of green and orange are mixed, what is the proportion of yellow dye in the new mixture?",Division
942,How much hours have passed? m 7:00 this morning to 9:00 now,Addition
943,"says if you are starting a player in 7 out of 20 soccer games, what decimal describes your starting record. I put 7 out of 20 into a fraction 7/20. Thats right so far isn't it? Now how would I put it in a decimal?",Division
944,"Jones rolled a number cube 30 times. On 4 of those rolls, his number cube landed on 6? What is the experimental probability that the next roll will be a 6?",Division
945,62 1/2 of t is 35.wWat is t?,Multiplication
946,"actory sells 4,000 printed T-shirts for $7.50 each. Returns and allowances were $925. The store's merchandise inventory on June 1 was $24,750. Purchases during the month were $9,375. The merchandise inventory on June 30 was $26,250. Operating costs were $3,750. t was the net income? $_______",Subtraction
947,The formula for the volume of a cylinder is volume equals pie radius^2 height. What is the volumre of a cylinder if its radius is 3 cm and its height is 1.4cm?,Multiplication
948,27 feet and 10 inches length and 19 feet breath,Multiplication
949,"greatest common factor of 45, 75, and 105?",Multiplication
950,"Ashok spends 25% of his monthly income on petrol for his car, 2/3rd of the remaining income on household items, rent, etc. If he is left with Rs.1800 with him at the end of the month, how much does he spend on the petrol?",Multiplication
951,"ave a 40% off coupon & I want to buy a Hi-Def DVD that cost $40. With 40% off, how much do I pay &",Subtraction
952,"stuffed 108 envelopes in 45 min. At this rate, how many envelopes can you stuff in 2 hours?",Multiplication
953,What is 125/tan45?,Division
954,"A line passing through (11, 1) and (7, y) is parallel to a line with slope - What is the value of y?",Subtraction
955,"Jordan was trading baseball cards with friends. He gave 15 cards to Tom and got 3 back. He gave 1/3 of the remaining cards to Elaine and kept the rest for himself. When he got home, he counted that he had 25 cards. How many cards did Jordan start with?",Addition
956,something is 40% of 20% of something.. then it's what % of 100%? I,Multiplication
957,You drop a rock off a bridge 30 ft above the ground into a stream. How longdoes it take thr rock to hit the water? A.1.50 sec B.1.37 sec C.1.88 sec D.2.10 sec,Division
958,of X is 50. Solve for X.,Multiplication
959,what is 2 1/2 times 1 1/5?,Multiplication
960,go see a movie today. I starts at 45 the movie is 1hr and 28min . Long und what time does the movie end.?,Subtraction
961,"The legs on a table are 2 7/8 inches high. The top is 24 inches wide, 48 inches long, and 1 3/16 inches thick. How high above the floor is the table surface?",Addition
962,ya flip a coin 10 times. wats the chance of getting tails 5 times out of the 10?,Division
963,"for every $50 spent on petrol,$37 of this is tax. work out $37 as a percentage of $50.",Division
964,"your going to travel to montreal, ottawa, halifax and calgary, but the order is arbritrary. You put 4 marbles in bowl, each one labeled for 1 city, and draw randomly. The first marble is teh first city you will visit the second is the second you'll vist. What probability that you will visit ottawa just before or after you visit montreal?",Division
965,"sum of the digits of a two digit number is 8. When 18 is added to the number, the digits are reversed. Find the number?",Addition
966,"have an assignment that has 70 questions on it and I only got 38 right, how would I calculate my grade on a 100 point scale?",Division
967,6 1/2% of what number of bottles is 130 bottles?,Multiplication
968,find out 84% of 75,Multiplication
969,7800 is what % of 9750?,Multiplication
970,"My brother born Dec 23,1985.wWat year did he turn 18?",Addition
971,how many cubic yard of concrete is needed. The dimensions of the pad will be 40 feet x 40 feet x 4 inches deep.,Division
972,what is the next number at the end 5 7 6 8 7 ?,Addition
973,"he temperature at the summit of Mt. Mansfield dropped 17å¡ between 4 p.m. and 11 p.m. If the temperature at 11 p.m. was 11å¡, what was the temperature at 4 p.m. A. -2F. B. F. å¡C. F. D. F.6å¡F",Addition
974,Dividing Decimals and Integers by Decimals 301.5(divided b) 1.34,Division
975,$90 - $18. What percentage am I taking away from 90?,Division
976,"ulate the volume of a water tank in the shape of a cylinder with a diameter of 28cm and a height of 40,cm. If water of volume 18.48 litres is present in the tank calculate the height of the water in the tank. Use pi as 22/7",Multiplication
977,What is 0.999999. in fraction form?,Division
978,what is the 8.25% of $32.94?,Multiplication
979,"cago, Illinios and New York, New York are 720 miles apart. If a driver averaged 60 miles per hour, how long will it take her to drive from Chicago to New York?",Multiplication
980,"If you draw one card at random from a deck of 15 cards numbered 1 through 15,? nclusive, what is the probability that the number you draw is divisible by 3 and odd?",Division
981,How do you find 1/20th of 1/100th of 50?,Multiplication
982,"ing a certain period of days, observations were made on the weather. It was noted that whenever it rained in the morning it was clear in the afternoon and whenever it rained in the afternoon, it had been clear on that morning. During this period, it rained on 9 days and was clear on 6 mornings and on 7 afternoons. How long was the period of days?",Addition
983,"the floor plan of Jacob's House, 3,000 square feet are under roof. Of this, 2,400 square feet are air-conditioned. The 425 square feet of garage and 175 square feet of porch are not air-conditioned. If jacob encloses and air-conditions the porch, what percent of the area under roof will be air-conditioned? Sh",Division
984,a picture that measures 3 in by 5 in. Each inch represents 4 ft. What is the area of the picture in square feet?,Multiplication
985,"if 20 ounce of popcorn cost $2.80. if the unit price stays the same, what is the cost of 35 ounce of popcorn?",Multiplication
986,"a play sells 1572, then 2nd year sells 1753, in the 3rd it sells 152 less then the 2nd how many sold third year?",Subtraction
987,"maximum number of grams of fat (F) that should be in a diet varies directly as a person's weight (W). A person weighing 96 lb should have no more than 64 g of fat per day, what is the maximum daily fat intake for a person weighing 42 lb?",Multiplication
988,t is 5% of 80?,Division
989,How do I multiply (sq. root of 7 + sq. root of 3) (sq. root of 7 minus sq. root of 3).,Subtraction
990,"There are 14,000 registered voters in Waterston. In the last election 5,600 voted. What percent of the registered voters participated in the last election?",Division
991,"t is the slope? ( -3) (9,7) T",Division
992,"average (arithmetic mean) of a list of 10 numbers is 15. If one of the numbers is removed, the average of the remaining numbers is 14. What is the number that was removed?",Subtraction
